id,game_id,year,team_id,goals,result_id
884,510,2018,3,0,2
885,527,2018,3,1,2
886,531,2018,3,2,2
887,556,2018,3,3,1
888,579,2018,3,2,2
889,639,2018,3,3,2
890,650,2018,3,3,3
891,691,2018,3,2,1
892,701,2018,3,4,1
893,776,2018,3,1,2
894,792,2018,3,1,1
895,840,2018,3,5,1
896,868,2018,3,3,3
897,891,2018,3,1,2
898,961,2018,3,0,2
899,971,2018,3,3,2
900,1001,2018,3,2,3
901,1041,2018,3,0,2
902,1052,2018,3,7,1
903,1062,2018,3,4,1
904,1108,2018,3,5,1
905,1150,2018,3,2,1
906,1203,2018,3,3,3
907,1205,2018,3,0,2
908,1253,2018,3,4,1
909,1260,2018,3,2,2
910,1272,2017,3,5,1
911,1318,2017,3,1,3
912,1325,2017,3,1,2
913,1337,2017,3,6,1
914,1410,2017,3,0,2
915,1420,2017,3,2,2
916,1474,2017,3,1,2
917,1485,2017,3,4,2
918,1555,2017,3,4,1
919,1570,2017,3,3,2
920,1672,2017,3,2,2
921,1681,2017,3,4,1
922,1696,2017,3,1,2
923,1708,2017,3,3,2
924,1754,2017,3,3,1
925,1773,2017,3,2,2
926,1897,2017,3,1,2
927,1921,2017,3,4,1
928,1922,2017,3,2,1
929,1971,2017,3,3,2
930,1992,2017,3,3,1
931,2004,2017,3,1,2
932,2059,2017,3,2,1
933,2065,2017,3,6,1
934,2081,2017,3,2,1
935,2090,2017,3,4,1
936,2115,2017,3,2,1
937,2129,2017,3,2,2
938,2184,2017,3,2,2
939,2221,2017,3,0,2
940,2235,2017,3,3,1
941,2249,2017,3,2,1
942,2288,2017,3,3,1
943,2302,2017,3,1,2
944,2314,2017,3,4,1
945,2322,2017,3,3,1
946,2347,2017,3,4,1
947,2408,2017,3,3,1
948,2424,2017,3,1,2
949,2472,2017,3,6,1
950,2480,2017,3,5,4
951,2525,2016,3,2,2
952,2539,2016,3,4,1
953,2552,2016,3,4,1
954,2564,2016,3,4,1
955,2580,2016,3,4,1
956,2584,2016,3,0,2
957,2683,2016,3,6,1
958,2708,2016,3,4,1
959,2723,2016,3,2,1
960,2739,2016,3,3,2
961,2770,2016,3,1,2
962,2809,2016,3,2,1
963,2827,2016,3,3,3
964,2888,2016,3,1,2
965,2964,2016,3,4,1
966,3006,2016,3,3,2
967,3009,2016,3,2,1
968,3031,2016,3,0,2
969,3079,2016,3,1,2
970,3099,2016,3,3,3
971,3109,2016,3,3,2
972,3118,2016,3,2,4
973,3193,2016,3,2,1
974,3206,2016,3,1,2
975,3220,2016,3,0,2
976,3248,2016,3,1,1
977,3320,2016,3,5,1
978,3337,2016,3,2,1
979,3372,2016,3,6,1
980,3425,2016,3,0,2
981,3430,2016,3,5,1
982,3446,2016,3,4,4
983,3480,2016,3,4,1
984,3519,2016,3,5,1
985,3533,2016,3,4,2
986,3550,2016,3,4,2
987,3576,2016,3,3,1
988,3595,2016,3,1,1
989,3627,2016,3,4,1
990,3679,2016,3,5,1
991,3704,2016,3,2,1
992,3782,2015,3,0,2
993,3795,2015,3,6,1
994,3806,2015,3,0,2
995,3860,2015,3,4,1
996,3902,2015,3,4,4
997,3910,2015,3,1,1
